#p (bar)	T (K)
1.000e+00	1.850e+03
2.154e+00	1.850e+03
4.642e+00	1.850e+03
1.000e+01	1.850e+03
2.154e+01	1.850e+03
4.642e+01	1.850e+03
1.000e+02	1.850e+03
2.154e+02	1.850e+03
4.642e+02	1.850e+03
1.000e+03	1.850e+03
1.000e-06	1.900e+03
2.154e-06	1.900e+03
4.642e-06	1.900e+03
1.000e-05	1.900e+03
2.154e-05	1.900e+03
4.642e-05	1.900e+03
1.000e-04	1.900e+03
2.154e-04	1.900e+03
4.642e-04	1.900e+03
1.000e-03	1.900e+03
2.154e-03	1.900e+03
4.642e-03	1.900e+03
1.000e-02	1.900e+03
2.154e-02	1.900e+03
4.642e-02	1.900e+03
1.000e-01	1.900e+03
2.154e-01	1.900e+03
4.642e-01	1.900e+03
1.000e+00	1.900e+03
2.154e+00	1.900e+03
4.642e+00	1.900e+03
1.000e+01	1.900e+03
2.154e+01	1.900e+03
4.642e+01	1.900e+03
1.000e+02	1.900e+03
2.154e+02	1.900e+03
4.642e+02	1.900e+03
1.000e+03	1.900e+03
1.000e-06	1.950e+03
2.154e-06	1.950e+03
4.642e-06	1.950e+03
1.000e-05	1.950e+03
2.154e-05	1.950e+03
4.642e-05	1.950e+03
1.000e-04	1.950e+03
2.154e-04	1.950e+03
4.642e-04	1.950e+03
1.000e-03	1.950e+03
2.154e-03	1.950e+03
4.642e-03	1.950e+03
1.000e-02	1.950e+03
2.154e-02	1.950e+03
4.642e-02	1.950e+03
1.000e-01	1.950e+03
2.154e-01	1.950e+03
4.642e-01	1.950e+03
1.000e+00	1.950e+03
2.154e+00	1.950e+03
4.642e+00	1.950e+03
1.000e+01	1.950e+03
2.154e+01	1.950e+03
4.642e+01	1.950e+03
1.000e+02	1.950e+03
2.154e+02	1.950e+03
4.642e+02	1.950e+03
1.000e+03	1.950e+03
1.000e-06	2.000e+03
2.154e-06	2.000e+03
4.642e-06	2.000e+03
1.000e-05	2.000e+03
2.154e-05	2.000e+03
4.642e-05	2.000e+03
1.000e-04	2.000e+03
2.154e-04	2.000e+03
4.642e-04	2.000e+03
1.000e-03	2.000e+03
2.154e-03	2.000e+03
4.642e-03	2.000e+03
1.000e-02	2.000e+03
2.154e-02	2.000e+03
4.642e-02	2.000e+03
1.000e-01	2.000e+03
2.154e-01	2.000e+03
4.642e-01	2.000e+03
1.000e+00	2.000e+03
2.154e+00	2.000e+03
4.642e+00	2.000e+03
1.000e+01	2.000e+03
2.154e+01	2.000e+03
4.642e+01	2.000e+03
1.000e+02	2.000e+03
2.154e+02	2.000e+03
4.642e+02	2.000e+03
1.000e+03	2.000e+03
1.000e-06	2.050e+03
2.154e-06	2.050e+03
4.642e-06	2.050e+03
1.000e-05	2.050e+03
2.154e-05	2.050e+03
4.642e-05	2.050e+03
1.000e-04	2.050e+03
2.154e-04	2.050e+03
4.642e-04	2.050e+03
1.000e-03	2.050e+03
2.154e-03	2.050e+03
4.642e-03	2.050e+03
1.000e-02	2.050e+03
2.154e-02	2.050e+03
4.642e-02	2.050e+03
1.000e-01	2.050e+03
2.154e-01	2.050e+03
4.642e-01	2.050e+03
1.000e+00	2.050e+03
2.154e+00	2.050e+03
4.642e+00	2.050e+03
1.000e+01	2.050e+03
2.154e+01	2.050e+03
4.642e+01	2.050e+03
1.000e+02	2.050e+03
2.154e+02	2.050e+03
4.642e+02	2.050e+03
1.000e+03	2.050e+03
1.000e-06	2.100e+03
2.154e-06	2.100e+03
4.642e-06	2.100e+03
1.000e-05	2.100e+03
2.154e-05	2.100e+03
4.642e-05	2.100e+03
1.000e-04	2.100e+03
2.154e-04	2.100e+03
4.642e-04	2.100e+03
1.000e-03	2.100e+03
2.154e-03	2.100e+03
4.642e-03	2.100e+03
1.000e-02	2.100e+03
2.154e-02	2.100e+03
4.642e-02	2.100e+03
1.000e-01	2.100e+03
2.154e-01	2.100e+03
4.642e-01	2.100e+03
1.000e+00	2.100e+03
2.154e+00	2.100e+03
4.642e+00	2.100e+03
1.000e+01	2.100e+03
2.154e+01	2.100e+03
4.642e+01	2.100e+03
1.000e+02	2.100e+03
2.154e+02	2.100e+03
4.642e+02	2.100e+03
1.000e+03	2.100e+03
1.000e-06	2.150e+03
2.154e-06	2.150e+03
4.642e-06	2.150e+03
1.000e-05	2.150e+03
2.154e-05	2.150e+03
4.642e-05	2.150e+03
1.000e-04	2.150e+03
2.154e-04	2.150e+03
4.642e-04	2.150e+03
1.000e-03	2.150e+03
2.154e-03	2.150e+03
4.642e-03	2.150e+03
1.000e-02	2.150e+03
2.154e-02	2.150e+03
4.642e-02	2.150e+03
1.000e-01	2.150e+03
2.154e-01	2.150e+03
4.642e-01	2.150e+03
1.000e+00	2.150e+03
2.154e+00	2.150e+03
4.642e+00	2.150e+03
1.000e+01	2.150e+03
2.154e+01	2.150e+03
4.642e+01	2.150e+03
1.000e+02	2.150e+03
2.154e+02	2.150e+03
4.642e+02	2.150e+03
1.000e+03	2.150e+03
1.000e-06	2.200e+03
2.154e-06	2.200e+03
4.642e-06	2.200e+03
1.000e-05	2.200e+03
2.154e-05	2.200e+03
4.642e-05	2.200e+03
1.000e-04	2.200e+03
2.154e-04	2.200e+03
4.642e-04	2.200e+03
1.000e-03	2.200e+03
2.154e-03	2.200e+03
4.642e-03	2.200e+03
1.000e-02	2.200e+03
2.154e-02	2.200e+03
4.642e-02	2.200e+03
1.000e-01	2.200e+03
2.154e-01	2.200e+03
4.642e-01	2.200e+03
1.000e+00	2.200e+03
2.154e+00	2.200e+03
4.642e+00	2.200e+03
1.000e+01	2.200e+03
2.154e+01	2.200e+03
4.642e+01	2.200e+03
1.000e+02	2.200e+03
2.154e+02	2.200e+03
4.642e+02	2.200e+03
1.000e+03	2.200e+03
1.000e-06	2.250e+03
2.154e-06	2.250e+03
4.642e-06	2.250e+03
1.000e-05	2.250e+03
2.154e-05	2.250e+03
4.642e-05	2.250e+03
1.000e-04	2.250e+03
2.154e-04	2.250e+03
4.642e-04	2.250e+03
1.000e-03	2.250e+03
2.154e-03	2.250e+03
4.642e-03	2.250e+03
1.000e-02	2.250e+03
2.154e-02	2.250e+03
4.642e-02	2.250e+03
1.000e-01	2.250e+03
2.154e-01	2.250e+03
4.642e-01	2.250e+03
1.000e+00	2.250e+03
2.154e+00	2.250e+03
4.642e+00	2.250e+03
1.000e+01	2.250e+03
2.154e+01	2.250e+03
4.642e+01	2.250e+03
1.000e+02	2.250e+03
2.154e+02	2.250e+03
4.642e+02	2.250e+03
1.000e+03	2.250e+03
1.000e-06	2.300e+03
2.154e-06	2.300e+03
4.642e-06	2.300e+03
1.000e-05	2.300e+03
2.154e-05	2.300e+03
4.642e-05	2.300e+03
1.000e-04	2.300e+03
2.154e-04	2.300e+03
4.642e-04	2.300e+03
1.000e-03	2.300e+03
2.154e-03	2.300e+03
4.642e-03	2.300e+03
1.000e-02	2.300e+03
2.154e-02	2.300e+03
4.642e-02	2.300e+03
1.000e-01	2.300e+03
2.154e-01	2.300e+03
4.642e-01	2.300e+03
1.000e+00	2.300e+03
2.154e+00	2.300e+03
4.642e+00	2.300e+03
1.000e+01	2.300e+03
2.154e+01	2.300e+03
4.642e+01	2.300e+03
1.000e+02	2.300e+03
2.154e+02	2.300e+03
4.642e+02	2.300e+03
1.000e+03	2.300e+03
1.000e-06	2.350e+03
2.154e-06	2.350e+03
4.642e-06	2.350e+03
1.000e-05	2.350e+03
2.154e-05	2.350e+03
4.642e-05	2.350e+03
1.000e-04	2.350e+03
2.154e-04	2.350e+03
4.642e-04	2.350e+03
1.000e-03	2.350e+03
2.154e-03	2.350e+03
4.642e-03	2.350e+03
1.000e-02	2.350e+03
2.154e-02	2.350e+03
4.642e-02	2.350e+03
1.000e-01	2.350e+03
2.154e-01	2.350e+03
4.642e-01	2.350e+03
1.000e+00	2.350e+03
2.154e+00	2.350e+03
4.642e+00	2.350e+03
1.000e+01	2.350e+03
2.154e+01	2.350e+03
4.642e+01	2.350e+03
1.000e+02	2.350e+03
2.154e+02	2.350e+03
4.642e+02	2.350e+03
1.000e+03	2.350e+03
1.000e-06	2.400e+03
2.154e-06	2.400e+03
4.642e-06	2.400e+03
1.000e-05	2.400e+03
2.154e-05	2.400e+03
4.642e-05	2.400e+03
1.000e-04	2.400e+03
2.154e-04	2.400e+03
4.642e-04	2.400e+03
1.000e-03	2.400e+03
2.154e-03	2.400e+03
4.642e-03	2.400e+03
1.000e-02	2.400e+03
2.154e-02	2.400e+03
4.642e-02	2.400e+03
1.000e-01	2.400e+03
2.154e-01	2.400e+03
4.642e-01	2.400e+03
1.000e+00	2.400e+03
2.154e+00	2.400e+03
4.642e+00	2.400e+03
1.000e+01	2.400e+03
2.154e+01	2.400e+03
4.642e+01	2.400e+03
1.000e+02	2.400e+03
2.154e+02	2.400e+03
4.642e+02	2.400e+03
1.000e+03	2.400e+03
1.000e-06	2.450e+03
2.154e-06	2.450e+03
4.642e-06	2.450e+03
1.000e-05	2.450e+03
2.154e-05	2.450e+03
4.642e-05	2.450e+03
1.000e-04	2.450e+03
2.154e-04	2.450e+03
4.642e-04	2.450e+03
1.000e-03	2.450e+03
2.154e-03	2.450e+03
4.642e-03	2.450e+03
1.000e-02	2.450e+03
2.154e-02	2.450e+03
4.642e-02	2.450e+03
1.000e-01	2.450e+03
2.154e-01	2.450e+03
4.642e-01	2.450e+03
1.000e+00	2.450e+03
2.154e+00	2.450e+03
4.642e+00	2.450e+03
1.000e+01	2.450e+03
2.154e+01	2.450e+03
4.642e+01	2.450e+03
1.000e+02	2.450e+03
2.154e+02	2.450e+03
4.642e+02	2.450e+03
1.000e+03	2.450e+03
1.000e-06	2.500e+03
2.154e-06	2.500e+03
4.642e-06	2.500e+03
1.000e-05	2.500e+03
2.154e-05	2.500e+03
4.642e-05	2.500e+03
1.000e-04	2.500e+03
2.154e-04	2.500e+03
4.642e-04	2.500e+03
1.000e-03	2.500e+03
2.154e-03	2.500e+03
4.642e-03	2.500e+03
1.000e-02	2.500e+03
2.154e-02	2.500e+03
4.642e-02	2.500e+03
1.000e-01	2.500e+03
2.154e-01	2.500e+03
4.642e-01	2.500e+03
1.000e+00	2.500e+03
2.154e+00	2.500e+03
4.642e+00	2.500e+03
1.000e+01	2.500e+03
2.154e+01	2.500e+03
4.642e+01	2.500e+03
1.000e+02	2.500e+03
2.154e+02	2.500e+03
4.642e+02	2.500e+03
1.000e+03	2.500e+03
1.000e-06	2.550e+03
2.154e-06	2.550e+03
4.642e-06	2.550e+03
1.000e-05	2.550e+03
2.154e-05	2.550e+03
4.642e-05	2.550e+03
1.000e-04	2.550e+03
2.154e-04	2.550e+03
4.642e-04	2.550e+03
1.000e-03	2.550e+03
2.154e-03	2.550e+03
4.642e-03	2.550e+03
1.000e-02	2.550e+03
2.154e-02	2.550e+03
4.642e-02	2.550e+03
1.000e-01	2.550e+03
2.154e-01	2.550e+03
4.642e-01	2.550e+03
1.000e+00	2.550e+03
2.154e+00	2.550e+03
4.642e+00	2.550e+03
1.000e+01	2.550e+03
2.154e+01	2.550e+03
4.642e+01	2.550e+03
1.000e+02	2.550e+03
2.154e+02	2.550e+03
4.642e+02	2.550e+03
1.000e+03	2.550e+03
1.000e-06	2.600e+03
2.154e-06	2.600e+03
4.642e-06	2.600e+03
1.000e-05	2.600e+03
2.154e-05	2.600e+03
4.642e-05	2.600e+03
1.000e-04	2.600e+03
2.154e-04	2.600e+03
4.642e-04	2.600e+03
1.000e-03	2.600e+03
2.154e-03	2.600e+03
4.642e-03	2.600e+03
1.000e-02	2.600e+03
2.154e-02	2.600e+03
4.642e-02	2.600e+03
1.000e-01	2.600e+03
2.154e-01	2.600e+03
4.642e-01	2.600e+03
1.000e+00	2.600e+03
2.154e+00	2.600e+03
4.642e+00	2.600e+03
1.000e+01	2.600e+03
2.154e+01	2.600e+03
4.642e+01	2.600e+03
1.000e+02	2.600e+03
2.154e+02	2.600e+03
4.642e+02	2.600e+03
1.000e+03	2.600e+03
1.000e-06	2.650e+03
2.154e-06	2.650e+03
4.642e-06	2.650e+03
1.000e-05	2.650e+03
2.154e-05	2.650e+03
4.642e-05	2.650e+03
1.000e-04	2.650e+03
2.154e-04	2.650e+03
4.642e-04	2.650e+03
1.000e-03	2.650e+03
2.154e-03	2.650e+03
4.642e-03	2.650e+03
1.000e-02	2.650e+03
2.154e-02	2.650e+03
4.642e-02	2.650e+03
1.000e-01	2.650e+03
2.154e-01	2.650e+03
4.642e-01	2.650e+03
1.000e+00	2.650e+03
2.154e+00	2.650e+03
4.642e+00	2.650e+03
1.000e+01	2.650e+03
2.154e+01	2.650e+03
4.642e+01	2.650e+03
1.000e+02	2.650e+03
2.154e+02	2.650e+03
4.642e+02	2.650e+03
1.000e+03	2.650e+03
1.000e-06	2.700e+03
2.154e-06	2.700e+03
4.642e-06	2.700e+03
1.000e-05	2.700e+03
2.154e-05	2.700e+03
4.642e-05	2.700e+03
1.000e-04	2.700e+03
2.154e-04	2.700e+03
4.642e-04	2.700e+03
1.000e-03	2.700e+03
2.154e-03	2.700e+03
4.642e-03	2.700e+03
1.000e-02	2.700e+03
2.154e-02	2.700e+03
4.642e-02	2.700e+03
1.000e-01	2.700e+03
2.154e-01	2.700e+03
4.642e-01	2.700e+03
1.000e+00	2.700e+03
2.154e+00	2.700e+03
4.642e+00	2.700e+03
1.000e+01	2.700e+03
2.154e+01	2.700e+03
4.642e+01	2.700e+03
1.000e+02	2.700e+03
2.154e+02	2.700e+03
4.642e+02	2.700e+03
1.000e+03	2.700e+03
1.000e-06	2.750e+03
2.154e-06	2.750e+03
4.642e-06	2.750e+03
1.000e-05	2.750e+03
2.154e-05	2.750e+03
4.642e-05	2.750e+03
1.000e-04	2.750e+03
2.154e-04	2.750e+03
4.642e-04	2.750e+03
1.000e-03	2.750e+03
2.154e-03	2.750e+03
4.642e-03	2.750e+03
1.000e-02	2.750e+03
2.154e-02	2.750e+03
4.642e-02	2.750e+03
1.000e-01	2.750e+03
2.154e-01	2.750e+03
4.642e-01	2.750e+03
1.000e+00	2.750e+03
2.154e+00	2.750e+03
4.642e+00	2.750e+03
1.000e+01	2.750e+03
2.154e+01	2.750e+03
4.642e+01	2.750e+03
1.000e+02	2.750e+03
2.154e+02	2.750e+03
4.642e+02	2.750e+03
1.000e+03	2.750e+03
1.000e-06	2.800e+03
2.154e-06	2.800e+03
4.642e-06	2.800e+03
1.000e-05	2.800e+03
2.154e-05	2.800e+03
4.642e-05	2.800e+03
1.000e-04	2.800e+03
2.154e-04	2.800e+03
4.642e-04	2.800e+03
1.000e-03	2.800e+03
2.154e-03	2.800e+03
4.642e-03	2.800e+03
1.000e-02	2.800e+03
2.154e-02	2.800e+03
4.642e-02	2.800e+03
1.000e-01	2.800e+03
2.154e-01	2.800e+03
4.642e-01	2.800e+03
1.000e+00	2.800e+03
2.154e+00	2.800e+03
4.642e+00	2.800e+03
1.000e+01	2.800e+03
2.154e+01	2.800e+03
4.642e+01	2.800e+03
1.000e+02	2.800e+03
2.154e+02	2.800e+03
4.642e+02	2.800e+03
1.000e+03	2.800e+03
1.000e-06	2.850e+03
2.154e-06	2.850e+03
4.642e-06	2.850e+03
1.000e-05	2.850e+03
2.154e-05	2.850e+03
4.642e-05	2.850e+03
1.000e-04	2.850e+03
2.154e-04	2.850e+03
4.642e-04	2.850e+03
1.000e-03	2.850e+03
2.154e-03	2.850e+03
4.642e-03	2.850e+03
1.000e-02	2.850e+03
2.154e-02	2.850e+03
4.642e-02	2.850e+03
1.000e-01	2.850e+03
2.154e-01	2.850e+03
4.642e-01	2.850e+03
1.000e+00	2.850e+03
2.154e+00	2.850e+03
4.642e+00	2.850e+03
1.000e+01	2.850e+03
2.154e+01	2.850e+03
4.642e+01	2.850e+03
1.000e+02	2.850e+03
2.154e+02	2.850e+03
4.642e+02	2.850e+03
1.000e+03	2.850e+03
1.000e-06	2.900e+03
2.154e-06	2.900e+03
4.642e-06	2.900e+03
1.000e-05	2.900e+03
2.154e-05	2.900e+03
4.642e-05	2.900e+03
1.000e-04	2.900e+03
2.154e-04	2.900e+03
4.642e-04	2.900e+03
1.000e-03	2.900e+03
2.154e-03	2.900e+03
4.642e-03	2.900e+03
1.000e-02	2.900e+03
2.154e-02	2.900e+03
4.642e-02	2.900e+03
1.000e-01	2.900e+03
2.154e-01	2.900e+03
4.642e-01	2.900e+03
1.000e+00	2.900e+03
2.154e+00	2.900e+03
4.642e+00	2.900e+03
1.000e+01	2.900e+03
2.154e+01	2.900e+03
4.642e+01	2.900e+03
1.000e+02	2.900e+03
2.154e+02	2.900e+03
4.642e+02	2.900e+03
1.000e+03	2.900e+03
1.000e-06	2.950e+03
2.154e-06	2.950e+03
4.642e-06	2.950e+03
1.000e-05	2.950e+03
2.154e-05	2.950e+03
4.642e-05	2.950e+03
1.000e-04	2.950e+03
2.154e-04	2.950e+03
4.642e-04	2.950e+03
1.000e-03	2.950e+03
2.154e-03	2.950e+03
4.642e-03	2.950e+03
1.000e-02	2.950e+03
2.154e-02	2.950e+03
4.642e-02	2.950e+03
1.000e-01	2.950e+03
2.154e-01	2.950e+03
4.642e-01	2.950e+03
1.000e+00	2.950e+03
2.154e+00	2.950e+03
4.642e+00	2.950e+03
1.000e+01	2.950e+03
2.154e+01	2.950e+03
4.642e+01	2.950e+03
1.000e+02	2.950e+03
2.154e+02	2.950e+03
4.642e+02	2.950e+03
1.000e+03	2.950e+03
1.000e-06	3.000e+03
2.154e-06	3.000e+03
4.642e-06	3.000e+03
1.000e-05	3.000e+03
2.154e-05	3.000e+03
4.642e-05	3.000e+03
1.000e-04	3.000e+03
2.154e-04	3.000e+03
4.642e-04	3.000e+03
1.000e-03	3.000e+03
2.154e-03	3.000e+03
4.642e-03	3.000e+03
1.000e-02	3.000e+03
2.154e-02	3.000e+03
4.642e-02	3.000e+03
1.000e-01	3.000e+03
2.154e-01	3.000e+03
4.642e-01	3.000e+03
1.000e+00	3.000e+03
2.154e+00	3.000e+03
4.642e+00	3.000e+03
1.000e+01	3.000e+03
2.154e+01	3.000e+03
4.642e+01	3.000e+03
1.000e+02	3.000e+03
2.154e+02	3.000e+03
4.642e+02	3.000e+03
1.000e+03	3.000e+03
1.000e-06	3.050e+03
2.154e-06	3.050e+03
4.642e-06	3.050e+03
1.000e-05	3.050e+03
2.154e-05	3.050e+03
4.642e-05	3.050e+03
1.000e-04	3.050e+03
2.154e-04	3.050e+03
4.642e-04	3.050e+03
1.000e-03	3.050e+03
2.154e-03	3.050e+03
4.642e-03	3.050e+03
1.000e-02	3.050e+03
2.154e-02	3.050e+03
4.642e-02	3.050e+03
1.000e-01	3.050e+03
2.154e-01	3.050e+03
4.642e-01	3.050e+03
1.000e+00	3.050e+03
2.154e+00	3.050e+03
4.642e+00	3.050e+03
1.000e+01	3.050e+03
2.154e+01	3.050e+03
4.642e+01	3.050e+03
1.000e+02	3.050e+03
2.154e+02	3.050e+03
4.642e+02	3.050e+03
1.000e+03	3.050e+03
1.000e-06	3.100e+03
2.154e-06	3.100e+03
4.642e-06	3.100e+03
1.000e-05	3.100e+03
2.154e-05	3.100e+03
4.642e-05	3.100e+03
1.000e-04	3.100e+03
2.154e-04	3.100e+03
4.642e-04	3.100e+03
1.000e-03	3.100e+03
2.154e-03	3.100e+03
4.642e-03	3.100e+03
1.000e-02	3.100e+03
2.154e-02	3.100e+03
4.642e-02	3.100e+03
1.000e-01	3.100e+03
2.154e-01	3.100e+03
4.642e-01	3.100e+03
1.000e+00	3.100e+03
2.154e+00	3.100e+03
4.642e+00	3.100e+03
1.000e+01	3.100e+03
2.154e+01	3.100e+03
4.642e+01	3.100e+03
1.000e+02	3.100e+03
2.154e+02	3.100e+03
4.642e+02	3.100e+03
1.000e+03	3.100e+03
1.000e-06	3.150e+03
2.154e-06	3.150e+03
4.642e-06	3.150e+03
1.000e-05	3.150e+03
2.154e-05	3.150e+03
4.642e-05	3.150e+03
1.000e-04	3.150e+03
2.154e-04	3.150e+03
4.642e-04	3.150e+03
1.000e-03	3.150e+03
2.154e-03	3.150e+03
4.642e-03	3.150e+03
1.000e-02	3.150e+03
2.154e-02	3.150e+03
4.642e-02	3.150e+03
1.000e-01	3.150e+03
2.154e-01	3.150e+03
4.642e-01	3.150e+03
1.000e+00	3.150e+03
2.154e+00	3.150e+03
4.642e+00	3.150e+03
1.000e+01	3.150e+03
2.154e+01	3.150e+03
4.642e+01	3.150e+03
1.000e+02	3.150e+03
2.154e+02	3.150e+03
4.642e+02	3.150e+03
1.000e+03	3.150e+03
1.000e-06	3.200e+03
2.154e-06	3.200e+03
4.642e-06	3.200e+03
1.000e-05	3.200e+03
2.154e-05	3.200e+03
4.642e-05	3.200e+03
1.000e-04	3.200e+03
2.154e-04	3.200e+03
4.642e-04	3.200e+03
1.000e-03	3.200e+03
2.154e-03	3.200e+03
4.642e-03	3.200e+03
1.000e-02	3.200e+03
2.154e-02	3.200e+03
4.642e-02	3.200e+03
1.000e-01	3.200e+03
2.154e-01	3.200e+03
4.642e-01	3.200e+03
1.000e+00	3.200e+03
2.154e+00	3.200e+03
4.642e+00	3.200e+03
1.000e+01	3.200e+03
2.154e+01	3.200e+03
4.642e+01	3.200e+03
1.000e+02	3.200e+03
2.154e+02	3.200e+03
4.642e+02	3.200e+03
1.000e+03	3.200e+03
1.000e-06	3.250e+03
2.154e-06	3.250e+03
4.642e-06	3.250e+03
1.000e-05	3.250e+03
2.154e-05	3.250e+03
4.642e-05	3.250e+03
1.000e-04	3.250e+03
2.154e-04	3.250e+03
4.642e-04	3.250e+03
1.000e-03	3.250e+03
2.154e-03	3.250e+03
4.642e-03	3.250e+03
1.000e-02	3.250e+03
2.154e-02	3.250e+03
4.642e-02	3.250e+03
1.000e-01	3.250e+03
2.154e-01	3.250e+03
4.642e-01	3.250e+03
1.000e+00	3.250e+03
2.154e+00	3.250e+03
4.642e+00	3.250e+03
1.000e+01	3.250e+03
2.154e+01	3.250e+03
4.642e+01	3.250e+03
1.000e+02	3.250e+03
2.154e+02	3.250e+03
4.642e+02	3.250e+03
1.000e+03	3.250e+03
1.000e-06	3.300e+03
2.154e-06	3.300e+03
4.642e-06	3.300e+03
1.000e-05	3.300e+03
2.154e-05	3.300e+03
4.642e-05	3.300e+03
1.000e-04	3.300e+03
2.154e-04	3.300e+03
4.642e-04	3.300e+03
1.000e-03	3.300e+03
2.154e-03	3.300e+03
4.642e-03	3.300e+03
1.000e-02	3.300e+03
2.154e-02	3.300e+03
4.642e-02	3.300e+03
1.000e-01	3.300e+03
2.154e-01	3.300e+03
4.642e-01	3.300e+03
1.000e+00	3.300e+03
2.154e+00	3.300e+03
4.642e+00	3.300e+03
1.000e+01	3.300e+03
2.154e+01	3.300e+03
4.642e+01	3.300e+03
1.000e+02	3.300e+03
2.154e+02	3.300e+03
4.642e+02	3.300e+03
1.000e+03	3.300e+03
1.000e-06	3.350e+03
2.154e-06	3.350e+03
4.642e-06	3.350e+03
1.000e-05	3.350e+03
2.154e-05	3.350e+03
4.642e-05	3.350e+03
1.000e-04	3.350e+03
2.154e-04	3.350e+03
4.642e-04	3.350e+03
1.000e-03	3.350e+03
2.154e-03	3.350e+03
4.642e-03	3.350e+03
1.000e-02	3.350e+03
2.154e-02	3.350e+03
4.642e-02	3.350e+03
1.000e-01	3.350e+03
2.154e-01	3.350e+03
4.642e-01	3.350e+03
1.000e+00	3.350e+03
2.154e+00	3.350e+03
4.642e+00	3.350e+03
1.000e+01	3.350e+03
2.154e+01	3.350e+03
4.642e+01	3.350e+03
1.000e+02	3.350e+03
2.154e+02	3.350e+03
4.642e+02	3.350e+03
1.000e+03	3.350e+03
1.000e-06	3.400e+03
2.154e-06	3.400e+03
4.642e-06	3.400e+03
1.000e-05	3.400e+03
2.154e-05	3.400e+03
4.642e-05	3.400e+03
1.000e-04	3.400e+03
2.154e-04	3.400e+03
4.642e-04	3.400e+03
1.000e-03	3.400e+03
2.154e-03	3.400e+03
4.642e-03	3.400e+03
1.000e-02	3.400e+03
2.154e-02	3.400e+03
4.642e-02	3.400e+03
1.000e-01	3.400e+03
2.154e-01	3.400e+03
4.642e-01	3.400e+03
1.000e+00	3.400e+03
2.154e+00	3.400e+03
4.642e+00	3.400e+03
1.000e+01	3.400e+03
2.154e+01	3.400e+03
4.642e+01	3.400e+03
1.000e+02	3.400e+03
2.154e+02	3.400e+03
4.642e+02	3.400e+03
1.000e+03	3.400e+03
1.000e-06	3.450e+03
2.154e-06	3.450e+03
4.642e-06	3.450e+03
1.000e-05	3.450e+03
2.154e-05	3.450e+03
4.642e-05	3.450e+03
1.000e-04	3.450e+03
2.154e-04	3.450e+03
4.642e-04	3.450e+03
1.000e-03	3.450e+03
2.154e-03	3.450e+03
4.642e-03	3.450e+03
1.000e-02	3.450e+03
2.154e-02	3.450e+03
4.642e-02	3.450e+03
1.000e-01	3.450e+03
2.154e-01	3.450e+03
4.642e-01	3.450e+03
1.000e+00	3.450e+03
2.154e+00	3.450e+03
4.642e+00	3.450e+03
1.000e+01	3.450e+03
2.154e+01	3.450e+03
4.642e+01	3.450e+03
1.000e+02	3.450e+03
2.154e+02	3.450e+03
4.642e+02	3.450e+03
1.000e+03	3.450e+03
1.000e-06	3.500e+03
2.154e-06	3.500e+03
4.642e-06	3.500e+03
1.000e-05	3.500e+03
2.154e-05	3.500e+03
4.642e-05	3.500e+03
1.000e-04	3.500e+03
2.154e-04	3.500e+03
4.642e-04	3.500e+03
1.000e-03	3.500e+03
2.154e-03	3.500e+03
4.642e-03	3.500e+03
1.000e-02	3.500e+03
2.154e-02	3.500e+03
4.642e-02	3.500e+03
1.000e-01	3.500e+03
2.154e-01	3.500e+03
4.642e-01	3.500e+03
1.000e+00	3.500e+03
2.154e+00	3.500e+03
4.642e+00	3.500e+03
1.000e+01	3.500e+03
2.154e+01	3.500e+03
4.642e+01	3.500e+03
1.000e+02	3.500e+03
2.154e+02	3.500e+03
4.642e+02	3.500e+03
1.000e+03	3.500e+03
1.000e-06	3.550e+03
2.154e-06	3.550e+03
4.642e-06	3.550e+03
1.000e-05	3.550e+03
2.154e-05	3.550e+03
4.642e-05	3.550e+03
1.000e-04	3.550e+03
2.154e-04	3.550e+03
4.642e-04	3.550e+03
1.000e-03	3.550e+03
2.154e-03	3.550e+03
4.642e-03	3.550e+03
1.000e-02	3.550e+03
2.154e-02	3.550e+03
4.642e-02	3.550e+03
1.000e-01	3.550e+03
2.154e-01	3.550e+03
4.642e-01	3.550e+03
1.000e+00	3.550e+03
2.154e+00	3.550e+03
4.642e+00	3.550e+03
1.000e+01	3.550e+03
2.154e+01	3.550e+03
4.642e+01	3.550e+03
1.000e+02	3.550e+03
2.154e+02	3.550e+03
4.642e+02	3.550e+03
1.000e+03	3.550e+03
1.000e-06	3.600e+03
2.154e-06	3.600e+03
4.642e-06	3.600e+03
1.000e-05	3.600e+03
2.154e-05	3.600e+03
4.642e-05	3.600e+03
1.000e-04	3.600e+03
2.154e-04	3.600e+03
4.642e-04	3.600e+03
1.000e-03	3.600e+03
2.154e-03	3.600e+03
4.642e-03	3.600e+03
1.000e-02	3.600e+03
2.154e-02	3.600e+03
4.642e-02	3.600e+03
1.000e-01	3.600e+03
2.154e-01	3.600e+03
4.642e-01	3.600e+03
1.000e+00	3.600e+03
2.154e+00	3.600e+03
4.642e+00	3.600e+03
1.000e+01	3.600e+03
2.154e+01	3.600e+03
4.642e+01	3.600e+03
1.000e+02	3.600e+03
2.154e+02	3.600e+03
4.642e+02	3.600e+03
1.000e+03	3.600e+03
1.000e-06	3.650e+03
2.154e-06	3.650e+03
4.642e-06	3.650e+03
1.000e-05	3.650e+03
2.154e-05	3.650e+03
4.642e-05	3.650e+03
1.000e-04	3.650e+03
2.154e-04	3.650e+03
4.642e-04	3.650e+03
